,Term,Level,gene_count,num_pos,gene_name
60,GO:0006954,4,404,352,"SERPINA3, ABCF1, ADM, ADORA1, ADORA2A, ADORA3, PARP4, AGER, AGTR1, AGTR2, AIF1, AKT1, ALOX15, ANXA1, AXL, AZU1, BCL6, BDKRB1, BDKRB2, BMP2, BMP6, BMPR1B, C3, C3AR1, C4A, C4B, C5, C5AR1, TMEM258, CALCA, CAMK4, CASP4, CD40, CD40LG, CD44, CD47, ADGRE5, CDO1, CEBPB, CHI3L1, CHUK, CCR1, CCR3, CCR4, CCR5, CCR7, ACKR2, CMKLR1, LTB4R, CNR2, COL6A1, CRH, CRHBP, CRP, CSF1, CSF1R, CYBA, CYBB, DHX9, S1PR3, EPHA2, CELA1, ELF3, F2R, F2RL1, FASN, FCGR2B, FOS, FPR1, FPR2, FPR3, MTOR, FUT4, FUT7, ACKR1, GATA3, GGT5, XCR1, CXCR3, GPER1, FFAR3, CXCL1, CXCL2, CXCL3, HCK, HK1, HMGB1, NR4A1, HRH1, HSPG2, NDST1, HYAL1, IFI16, IFNA2, IKBKB, IL1A, IL1B, IL1R1, IL1RAP, IL2RA, IL5, IL6, CXCL8, IL9, CXCR2, IL10RB, IL13, IL17A, IL18, IDO1, CXCL10, IRAK2, IRF5, ITGAL, ITGB2, ITGB6, KIT, KNG1, KRT16, LGALS9, CD180, LYZ, SMAD1, MEFV, MEP1B, MIF, CXCL9, NAIP, NDP, NFATC3, NFATC4, NFE2L2, NFKB1, NFKB2, NFKBIB, NFX1, NKG7, NOS2, OLR1, ORM1, P2RX7, PF4, PF4V1, PIK3CD, PIK3CG, PLA2G2A, PLP1, POLB, PPBP, PRKD1, PRKCQ, PRKCZ, MAP2K3, PTGER1, PTGER2, PTGER3, PTGER4, PTGIR, PTX3, RAC1, RARRES2, REL, RELA, RELB, S100A8, S100A9, S100A12, SCN9A, CCL1, CCL2, CCL3, CCL4, CCL7, CCL8, CCL11, CCL13, CCL14, CCL15, CCL16, CCL17, CCL18, CCL19, CCL20, CCL21, CCL22, CCL23, CCL24, CCL25, CXCL6, CXCL11, CXCL5, XCL1, CX3CL1, SELE, SELP, SLC11A1, SIGLEC1, STAT3, XCL2, TAC1, TACR1, MAP3K7, TBXA2R, THBS1, TLR1, TLR2, TLR4, TLR5, TNF, TNFAIP3, TNFAIP6, TNFRSF1A, TNFRSF1B, TNFSF4, TNFRSF4, UMOD, VCAM1, WNT5A, CXCR4, SCG2, CSRP3, FOSL1, HYAL3, CUL3, ATRN, TPST1, SEMA7A, IKBKG, AP3B1, PLA2G4C, AOC3, RIPK1, RIPK2, IL18RAP, IL1RL2, IL18R1, VNN1, SPHK1, RPS6KA4, CCRL2, PSTPIP1, IL1RL1, RPS6KA5, AIMP1, MFHAS1, MAPKAPK2, PLAA, CHST2, AIM2, LY86, HDAC9, HDAC4, TRIM14, TRIL, NR1H4, HDAC5, CHST4, KLRG1, CD96, TCIRG1, TNIP1, CCL26, NOD1, AGR2, CXCL13, TXNIP, CXCR6, TRAF3IP2, HNRNPA0, TMED2, LIAS, TRIM31, PARK7, MGLL, TAB2, CD2AP, LY96, PLD3, IL17RA, PRDX5, PLA2G2D, NOX1, LAT, IL17C, IL17B, C5AR2, STK39, TBK1, BLNK, ADGRE2, NOX4, IL22, F11R, FOXP3, TLR7, TLR8, IL23A, IL17D, TOLLIP, ODAM, ACER3, NLRP2, PLGRKT, ASH1L, CYP26B1, LXN, CAMK1D, SCYL1, HAMP, NLRC4, CARD18, PROK2, MMP25, CLEC7A, WNK4, FKRP, TNIP2, GSDMD, TNIP3, ZC3H12A, TLR10, ITCH, NFKBID, IL17RC, HAVCR2, IL17F, NLRP3, TIRAP, GBP5, PLD4, IL17RE, LACC1, IL34, NLRP4, TICAM1, IL23R, PYDC2, DAB2IP, IL27, CERS6, TAC4, H2BC1, NCR3, NLRP9, FFAR4, IRGM, TICAM2, NRROS, CCL3L3, MSMP, ACOD1, PLA2G4B"
61,GO:0006955,2,429,271,"AIRE, FAS, AZGP1, CXCR5, BMP6, BMPR1A, C1QBP, C1QC, C1R, C3, C5AR1, C8A, C8B, CD1A, CD1B, CD1C, CD1D, CD1E, CD4, CD7, CD8A, CD8B, CD80, CD86, TNFSF8, CD79B, ADGRE5, CEBPB, CEBPG, CTSC, CEACAM8, CHIT1, CHUK, CCR1, CCR3, CCR4, CCR5, CCR6, CCR7, CCR8, ACKR2, CMKLR1, LTB4R, CNR2, CR2, CRHR1, CSF2, CSF3, CTLA4, CTSG, CTSH, CTSK, CTSL, CTSV, CTSS, CTSW, CX3CR1, CYP11B1, DEFA1, DEFB1, DEFB4A, GPR183, EDA, ETS1, FCAR, MS4A2, FCER2, FCGR1A, FCGRT, FTH1, FYB1, IFI6, GBP2, CCR10, XCR1, CXCR3, GZMA, HLA-A, HLA-B, HLA-C, HLA-DPA1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DQB2, HLA-DRA, HLA-DRB1, HLA-E, HLA-F, HLA-G, MR1, HRH2, IRF8, IGF1R, IGLL1, IL1A, IL1B, IL1R1, IL1RAP, IL1RN, IL2, IL2RA, IL2RG, IL3, IL4, IL4R, IL5, IL7R, CXCR1, CXCR2, IL10RB, IL12A, IL13, IL15, IL16, IL17A, ITGAD, ITGB6, ITGB8, JAK2, KIR2DL1, KIR2DL3, KIR3DL1, LCP2, LIF, LTB, LTBR, SMAD3, SMAD6, MBP, CIITA, MICB, NFIL3, NOTCH1, PNP, OPRD1, OSM, ENPP1, ENPP2, PECAM1, CFP, SERPINB9, PIK3CD, PIK3CG, PIK3R1, PIK3R2, EXOSC9, PRG2, PTGER4, NECTIN1, MAP4K2, RFX1, RGS1, CCL4, CCL18, CCL19, CCL20, CCL21, CCL22, CCL23, CCL24, CCL25, CX3CL1, CXCL12, SECTM1, SLPI, SPN, MAP3K7, TCF7, TCF12, TGFBR3, THBS1, TLR1, TLR2, TLR4, TNFAIP1, TNFRSF1B, TNFSF4, TNFRSF4, TYK2, VAV1, VPREB1, VTN, WAS, XBP1, ZAP70, PXDN, IL1R2, CXCR4, MADCAM1, SEMA7A, PIK3R3, IKBKG, CST7, PRKRA, TNFSF11, S1PR4, TNFSF14, TNFSF13, TNFSF12, TNFSF10, TNFSF9, TNFRSF14, IL18RAP, IL18R1, APLN, MAP3K14, CCRL2, IL1RL1, IL32, AIM2, IL27RA, GTPBP1, IKBKE, TNFSF15, CERT1, CHST4, CNIH1, TENM1, CD96, IGSF6, LILRB2, CLEC4M, TRIM22, IFITM3, SEMA4D, SEMA3C, IFI44, CXCL13, CXCR6, CCR9, CCL27, IFI44L, SCAP, PIK3R5, ATP6V0A2, SAMHD1, LAT, IL36B, IL37, IL36A, IL17B, CD274, VPREB3, ICOS, MYL11, IL19, CD209, ACKR4, DPP8, LAX1, CCL28, ACKR3, CYSLTR2, HAMP, ULBP3, ULBP2, ULBP1, PDCD1LG2, TLR10, FCRLA, RAET1E, PIK3R6, RAET1L, MARCHF8, NCR3, CLEC4G, RAET1G, NRROS, DEFA1B, MICA"
62,GO:0006959,3,60,58,"ALOX5, AIRE, BCL2, BMI1, BST1, MS4A1, CD28, CCR6, GPR183, FOXJ1, GATA3, GPI, HLA-DQB1, HLA-DRB1, IFNA1, IFNA2, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA21, IFNB1, IFNG, IFNW1, RBPJ, IL6, IL7, LTA, LTF, SH2D1A, MEF2C, NOTCH1, NOTCH2, PDCD1, POU2AF1, POU2F2, PSMB10, CCL2, ST6GAL1, TFE3, TNF, TFEB, CD83, EBI3, TRAF3IP2, TNFRSF21, BLNK, YTHDF2, TREM2, TREM1, IFNK, IFNE"
63,GO:0006968,4,51,44,"ADORA2A, C5AR1, CCR3, CCR5, CCR6, CX3CR1, PTK2B, HLA-G, CXCR2, ITGB1, ITK, KIR2DL4, KIR3DL2, KLRC2, KLRC3, LBP, LGALS3BP, LSP1, SH2D1A, CXCL9, MNDA, NCF2, PRF1, RELA, SPN, TYROBP, UMOD, FOSL1, BECN1, IL1RL2, BCL10, NCR2, NCR1, KLRG1, LILRB2, TCIRG1, GNLY, CCR9, CD300C, CLEC5A, LY96, TRAT1, DCDC2, NCF1"
64,GO:0006974,4,278,241,"ABL1, PARP1, PARP4, APBB1, APC, XIAP, ATM, ATR, BARD1, CCND1, BCL2, BCL3, BCL6, BLM, BRCA1, CFAP410, CASP2, CASP3, CASP9, CBL, CDK3, CDKN1A, CHEK1, ERCC8, PLK3, ATF2, CSNK2A1, CTLA4, DDB1, DDB2, DDIT3, DDX11, ENDOG, FANCF, FANCG, FOXO1, MTOR, GNL1, H2AX, HUS1, ING2, IRF3, IRF7, LYN, MAPT, MCL1, MCM7, MNDA, MRE11, MYC, NEDD4, NFATC2, NKX3-1, NPAS2, OGG1, PAK1, PMAIP1, POLB, PRKCD, PRKDC, MAPK1, PSEN1, RAD1, RAD9A, RAD17, RAD51, RBBP5, RBBP6, RPA1, RPS3, SGK1, STK11, SUV39H1, TAF1, TAF9, TOP2A, TP53, TP53BP1, TP73, TRAF6, UBA1, UBA7, UBE2B, UBE2E2, VCP, VRK1, WRN, XRCC3, XRCC5, YY1, BTG2, DYRK2, CUL4B, CUL4A, SMARCA5, IKBKG, CRADD, CCNK, NAE1, TIMELESS, HERC2, RNF8, BAZ1B, ASH2L, USP10, MAPKAPK2, TRIP12, TAOK2, AIM2, CHD1L, BABAM2, MDC1, SETD1A, PCLAF, BCLAF1, TLK1, NUAK1, RBX1, TANK, PARP2, RAD50, TOPORS, YAP1, VAV3, CIB1, KAT5, BATF, RAD51AP1, WDR4, CBX1, TLK2, TOPBP1, CHEK2, CBX3, KIN, SMG1, NCOA6, SETX, SMC5, PSME4, ATMIN, SIRT4, SIRT1, CBX5, BRD4, MTREX, PPP1R15A, NIPBL, SAMHD1, ZNF385A, FBXO5, AATF, MCTS1, UBE2T, UHRF1, NOP53, SMARCAL1, MRNIP, TFDP3, WAC, TAOK3, UBR5, POLK, DTL, SIRT7, POLE3, ETAA1, NSMCE4A, HPF1, USP47, NRDE2, FANCL, RFWD3, RIF1, PIDD1, MCM10, CDKN2AIP, OTUB1, PPP4R3A, SLF2, METTL3, FMN2, RAD18, UBQLN4, TIGAR, PPP4R3B, RPTOR, TAOK1, WDR48, USP28, CCAR2, INIP, FAM111A, MLST8, NABP1, INTS3, NABP2, SMC6, FBXO31, WDR76, VCPIP1, ZC3H12A, CTC1, SETD7, SPRTN, ZRANB3, SLF1, DCUN1D5, ALKBH7, CHCHD6, MCM8, FBH1, MASTL, ALKBH8, TTC5, HELB, EGLN3, CGAS, PIERCE1, PPP4R3C, MACROD2, SPINDOC, USP51, RNF168, NSMCE1, FAAP20, APLF, FBXO45, BRAT1, MAPK15, SPDYA, STXBP4, RNF169, MCM9, SHPRH, BOD1L1, PAXX, ACER2, CENPS, NUPR2, MICA"
65,GO:0006979,3,113,104,"ABL1, AKT1, ALAD, ALDH3B1, APP, ATOX1, BTG1, CHRNA4, ERCC8, COMT, NQO1, RCAN1, TOR1A, EPAS1, ERCC1, ERCC2, ERCC3, ERCC6, ETFDH, FGF8, GCLC, GCLM, GPX2, GPX4, GSS, HMOX1, HMOX2, IDH1, KRT1, LPO, MBL2, MICB, FOXO4, MMP14, MPO, MSRA, COX1, NUDT1, ND3, NDUFA6, NDUFB4, NDUFS2, NDUFS8, NFE2L2, OGG1, PRDX1, PRKN, MAPK8, PRNP, PSEN1, PSMB5, PTGS1, PTGS2, SELENOP, TAT, PRDX2, TPO, UCN, WRN, TRIM25, PXDN, EPX, STC2, ABCB11, RIPK1, BANF1, VNN1, PDLIM1, PRDX6, OXSR1, SGK2, STK25, PRDX4, RGS14, PRDX3, LIAS, RBPMS, PSIP1, PNKP, PARK7, MSRB2, SIRT1, PRDX5, TXN2, ERO1A, RRM2B, DUOX2, SCARA3, DUOX1, HAO1, OXR1, NDUFA12, ALS2, SELENOK, PINK1, NEIL1, CYB5B, NAPRT, CYGB, LRRK2, PXDNL, SRXN1, MSRB3, GPX6"
66,GO:0006986,5,56,51,"SERPINH1, COMP, DDIT3, DNAJB2, DNAJA1, HSPA1A, HSPA1L, HSPA2, HSPA4, HSPA6, HSPA8, HSPB1, HSPB2, HSP90AA1, HSP90AB1, HSPD1, HSPE1, DNAJB1, DNAJB9, DNAJC3, THBS1, THBS4, HSPB3, EDEM1, HERPUD1, MFN2, HSPH1, DNAJB4, FICD, HSPA4L, ERP44, UBXN4, FAF2, TRAM1, DNAJB5, FBXO6, HSPB7, TOR1B, EDEM2, CREB3L2, CHAC1, DERL1, EDEM3, CREB3L3, KBTBD6, TMEM129, UBE2J2, ERP27, CREB3L4, CREBRF, STT3B"
67,GO:0006997,5,24,20,"BIN1, CHEK1, NUMA1, CHMP1A, PLEC, PRM2, ATXN7, VPS4B, SYNE1, PITPNB, CHMP2B, VPS4A, CHMP2A, CHMP5, CHMP3, CHMP1B, CHMP6, CHMP7, CHMP4C, CHMP4B"
68,GO:0007005,5,96,74,"PARP1, ATP7A, BCS1L, CAV2, CEBPA, COL6A1, CXADR, EDN1, EDNRA, EPAS1, FANCG, FXN, GABPB1, HSD17B10, HMGCL, LIPA, MARCKS, MAN2A1, MTM1, MTX1, NOS3, OPA1, P2RX7, PRKN, PHB1, PLEC, RAB3A, SUPV3L1, TAFAZZIN, TERT, CNTNAP1, RAB29, WASF1, DNAJA3, LONP1, DNM1L, CERT1, MTX2, YME1L1, PPARGC1A, PRDX3, RAB32, PARK7, PHB2, PUM2, SIRT5, SIRT4, RAB38, POLDIP2, HTRA2, STOML2, FIS1, VPS54, RHOT1, MFF, SELENON, PINK1, MYH14, CAMKMT, PANK2, NUBPL, SHARPIN, SLIRP, ATAD3B, NOA1, CEP89, PNPT1, RHOT2, LRRK2, WDR81, MIEF2, AFG1L, MTX3, CHCHD10"
69,GO:0007009,5,18,13,"ANK3, CAV3, CR1, SPTA1, SPTBN1, LARGE1, NHERF1, MTSS1, OSBPL2, BAIAP2, CRB1, A4GALT, BAIAP2L1"
70,GO:0007010,5,140,119,"ADD3, BIN1, ANK1, ANK2, ANK3, APOE, DST, CFAP410, CAPZB, CFL1, CTNNA2, CYLC1, CYLC2, DES, DIAPH1, DMD, DPYSL2, EPB42, DMTN, FGD1, MTOR, GPR35, HLA-DRB1, KISS1, KRT4, KRT13, KRT16, LMNB1, LORICRIN, MARK1, MDK, MSN, NEDD9, PLD2, PRKCI, NECTIN2, CCL2, CCL3, CCL7, CCL11, CCL13, CCL24, SIPA1, SOX9, THY1, TNFAIP3, TPM1, UGT8, CCDC6, YEATS4, GAN, SORBS2, CNTNAP1, LIMD1, ZMYM3, LARGE1, RANBP9, TSPAN32, ABI2, SORBS3, MAEA, PAK4, CSPG5, WASF3, FTCD, ACTL7B, ACTL7A, PACSIN2, ABLIM3, PALLD, TNIK, MAST2, ARC, OBSL1, KLHL20, CECR2, PCLO, PACSIN3, PACSIN1, SH3KBP1, KRT76, ACTL6B, NCKIPSD, MAP3K20, BRWD1, ZRANB1, PHIP, PRR5, PRPF40A, PAK6, PAK5, STRIP2, MICAL3, SEMA6A, RANBP10, RHOU, MLST8, ARAP3, MICAL1, MAPKAP1, ARHGAP10, DIAPH3, TLN2, ABLIM2, LMNB2, AJUBA, STRIP1, FGD3, FMNL3, LARP4, FMNL2, PDZD8, WTIP, CAMSAP1, SYNE3, RICTOR, BRWD3, PADI6, AGRN"
71,GO:0007018,3,61,47,"KIF1A, CENPE, DYNC1I2, DYNC1LI2, KIF2A, KIF3C, KIF5A, KIF5B, KIFC3, KLC1, KIF11, KIFC1, KIF25, KIF22, KTN1, DYNLT3, DYNLT2, DYNLT1, KIF3B, KIF23, KIF20B, KIF14, KIF20A, KIF1C, KIF2C, KIFAP3, BICD2, KIF13B, DYNC1LI1, KIF27, KIF21A, KIF15, KIF13A, KLC2, KIF18A, DYNLRB2, DYNLRB1, KIF2B, KLC4, KIFC2, KIF18B, KLC3, DNAH12, DYNLT2B, DYNLT4, KIF24, KIF7"
72,GO:0007029,5,38,30,"BNIP1, CACNA1S, CASQ1, CAV2, GAK, LMAN1, PEX5, UMOD, REEP5, VAPB, EIF2AK3, SEC16A, DOP1B, CERT1, SEC31A, ATL3, SEC31B, TOR1B, SEC61A1, ATL1, RETREG1, SMPD4, ATL2, LNPK, SEC16B, LRRK2, TOR1AIP2, SPTSSB, MAPK15, MIA3"
73,GO:0007030,5,121,82,"ARL1, VPS51, CSNK1A1, CSNK1D, GAK, GOLGA2, GOLGB1, HTT, KIFC3, LMAN1, RAB8A, NAGLU, ATP8B1, PRKD1, RAB1A, RAB2A, SURF4, BLZF1, GBF1, ARHGEF7, RAB29, ZW10, TRIP11, COG1, BAG5, USP6NL, SEC16A, GOLGA5, HUWE1, OPTN, COG5, ARFGEF1, TMED2, TMED10, TMED1, SEC23IP, COG2, TRAPPC8, CLASP2, PLEKHM2, CLASP1, SYNE1, OBSL1, TMED3, COG4, ATL3, GORASP2, FBXW8, TMED7, TRAPPC12, SPTBN5, HOOK1, TMED9, DYM, STX17, PI4K2B, PI4K2A, NPLOC4, NSFL1C, ATP8B2, COG6, HACE1, TRAPPC11, GOLPH3, ATL2, GORASP1, DYNC2H1, ATP8B4, VMP1, RAB1B, COG3, SEC16B, COG7, TJAP1, ZNF501, LRRK2, TBC1D20, UBXN2B, UBXN2A, TMED4, RAB43, MYO18A"
74,GO:0007031,5,21,17,"ABCD1, ABCD2, PEX1, PEX6, PEX7, PEX10, PEX14, PEX19, ABCD3, ABCD4, PEX2, PEX3, PEX11B, PEX11A, PEX16, PLAAT3, SEC16B"
75,GO:0007049,2,289,230,"AHR, ARF6, CCNT1, CCNT2, CDC5L, CDK5, CDK7, CDKN1C, CDKN2A, CDKN2B, CDKN2C, CDKN2D, CLTA, MAP3K8, CSNK1A1, CSNK2A1, CSNK2A2, CYLD, BRINP1, DDIT3, DUSP1, E2F2, E2F4, E2F6, E4F1, EP300, EPB41, ERH, GAK, GAS1, GAS2, GNAI1, GNAI2, GNAI3, GPER1, HCFC1, HELLS, HNRNPU, ING1, INSM1, KRT18, LIG3, LIG4, MCM5, MCM7, MDM2, MKI67, MYOG, NASP, NEDD9, NEK1, PIK3C3, PIM1, PIN1, PPP1CA, PPP1CB, PPP1CC, PRCC, PRKCD, PRKCE, PKN2, MAPK1, MAPK3, MAPK4, MAPK6, MAPK7, MAPK13, PRNP, RALA, RALB, RBBP4, RBL1, RBL2, RGS2, RPS6KA1, RPS6KA3, MAPK12, SIAH1, SIAH2, SMARCB1, SRC, TRIM21, SUV39H1, TAF1, DYNLT3, TERF2, TFDP1, TFDP2, TP53BP2, TP73, TSG101, PTP4A1, EVI5, HMGA2, CDK2AP1, CHAF1B, RAE1, CAMK1, CDC14A, RUVBL1, CCNK, KAT2B, CDC16, RNF8, USP2, ARHGEF2, CCPG1, KIF20B, WTAP, RAB11FIP3, RASSF2, RB1CC1, KLHL21, DCLRE1A, CASP8AP2, CHAF1A, PSME3, MAEA, PAK4, IKZF1, HMG20B, ANAPC10, RACK1, TXNIP, CGRRF1, CGREF1, USP39, ZMYND11, BLCAP, TXNL4A, CNTRL, TRIOBP, KATNA1, RASSF1, VASH1, CEP164, CEP131, KLHL18, USP22, CCNDBP1, CD2AP, GSPT2, ANAPC13, ANAPC15, AHCTF1, FAM32A, APPL1, SPAG8, MTBP, APEX2, SGSM3, MCTS1, BRD7, ANAPC4, DYNC1LI1, ING4, ANAPC5, ANAPC7, YTHDF2, SPOUT1, ZC3HC1, CINP, PELO, TET2, ERCC6L, TXNL4B, BANP, THAP1, RIF1, APPL2, FANCI, STEAP3, MIS18BP1, STRADB, PRR5, AMBRA1, PRPF40A, CCAR1, RIOK2, TXLNG, KMT2E, RCC2, KLHL9, PARD3, BIRC6, HACE1, KLHL42, MICAL3, MARK4, CCAR2, CHTF18, KIF13A, TENT4B, MRPL41, CDC73, SUV39H2, BORA, DBF4B, CDCA3, RHNO1, RASSF4, PDCD2L, MCM8, BEX2, AJUBA, KLHL13, GADD45GIP1, CABLES1, ACTR8, CCDC124, UHRF2, PARD3B, ANAPC16, LIN54, POC5, MPLKIP, KCTD11, SIK1, DAB2IP, SENP5, CDC26, NSMCE2, LIN9, DCDC1, MCIDAS, USP17L2, SPDYC, NUPR2, EIF2AK4, GMNC"
76,GO:0007059,4,91,83,"SLC25A5, BRCA1, BUB1, CENPC, CENPE, CENPF, RCC1, DDX3X, ERCC2, CENPI, NR3C1, INCENP, NEK2, PPP2R1A, RAD21, RPS3, SRPK1, TOP1, TOP2A, TTK, UBE2I, UVRAG, USP9X, RIOK3, TOP3B, CIAO1, DLGAP5, TLK1, NDC80, SPAG5, RGS14, CTCF, NEK6, TLK2, PMF1, OIP5, SMC5, ABRAXAS2, MAU2, ITGB3BP, NTMT1, CIAO2B, C9orf78, MAP3K20, MIS18A, NDE1, CENPQ, HJURP, CDK5RAP2, CENPN, SPC25, CENPK, MMS19, CENPH, MIS12, CENPM, NUP37, CENPO, CENPU, NAA60, CENPT, NDEL1, DIAPH3, NUF2, SETDB2, USP44, CIAO2A, KNSTRN, CENPL, SPC24, SGO2, SGO1, CDCA2, ESCO2, CENPX, SKA1, SKA3, SKA2, NUP43, CENPS, CENPW, CENPP, RAD21L1"
77,GO:0007097,5,17,15,"DCTN1, DYNC1H1, LMNA, LMNB1, PAFAH1B1, SLIT1, NHERF1, NTN1, NUDC, SYNE2, FBXW11, SUN2, FHOD1, LMNB2, SYNE3"
78,GO:0007154,2,18,15,"ANG, NRG1, NF1, CCL16, CCL18, CCL19, SLC8A2, SLC8A3, TRIP10, OIP5, SNTG1, FRAS1, KREMEN1, GJD3, FREM2"
79,GO:0007155,2,482,326,"ABL2, ACHE, ACTN2, ADA, ACAN, AGER, ALCAM, AMBN, AMBP, AMELX, APBA1, APC, APLP1, APP, ARF6, RHOB, RND3, ARHGAP5, ATP1B1, ATP2A2, ATP4B, AZGP1, ADGRB1, BGLAP, CEACAM1, BMX, DST, CD4, CD9, CD22, CD33, SIGLEC6, CD36, ENTPD1, CD44, CD72, ADGRE5, CD151, CDH2, CDH3, CDH4, CDH8, CDH11, CDH15, CDH17, CDSN, CCR1, CCR3, CCR8, CNTN1, COL4A3, COL4A6, COL5A1, COL6A1, COL6A2, COL6A3, COL7A1, COL8A1, COL15A1, CLDN4, CLDN3, CLDN7, HAPLN1, CSF3R, VCAN, NCAN, CCN2, CTNNA1, CTNNB1, CTNND2, CX3CR1, CYP1B1, DPP4, DSC2, DSC3, DSCAM, DSG2, TOR1A, S1PR1, EFNB1, EFNB2, EPHA2, ENG, EPHA3, EPHA4, EPHA8, EPHB4, FAT1, FER, FES, FLOT2, FN1, FPR2, ADAM2, B4GALT1, GP1BA, GP1BB, GP5, GP9, CXCR3, HCK, HES1, TNC, IBSP, ICAM1, ICAM2, ICAM3, ICAM4, IGFALS, IGFBP7, CCN1, IL2, INPPL1, ITGA2, ITGA5, ITGA9, ITGAL, ITGAM, ITGAV, ITGAX, ITGB1, ITGB2, ITGB3, ITGB4, ITGB6, ITGB7, ITGB8, ANOS1, KLC1, L1CAM, LAMA2, LAMA4, LAMB1, LAMB2, LAMB3, LAMC1, LAMC2, RPSA, LGALS3BP, LGALS4, BCAM, LY9, MAG, MCAM, MFAP4, MFGE8, KITLG, AFDN, MOG, MYBPC2, MYBPC3, MYBPH, MYH10, NCAM1, NEDD9, NEO1, NINJ1, NME2, OMD, OMG, CLDN11, CNTN3, PGM5, PKP1, PNN, PODXL, PRKCA, PKN2, PRKX, RELN, PTPRF, NECTIN1, PXN, RAC1, PRPH2, ROBO1, ROM1, S100B, SCN1B, CCL2, CCL4, CCL11, CX3CL1, CXCL12, SELL, SELP, SELPLG, SLAMF1, SPAM1, SPP1, SRC, ADAM17, CNTN2, TGFB1I1, TGFBI, THBS1, THBS2, ICAM5, CLDN5, TNFAIP6, TNR, TNXB, TPBG, TYRO3, VCAM1, VCL, VTN, VWF, PXDN, ADAM12, SSPN, MADCAM1, SYMPK, PPFIBP1, CNTNAP1, CASK, AOC3, CTNNAL1, ADAM23, ADAM9, NRP2, CCN4, LDB1, SEMA5A, PSTPIP1, CLDN8, CLDN6, CLDN1, MAGI1, IL32, ADGRG1, LPXN, CHST10, BCAR1, CLCA2, FEZ1, RIPOR2, PCDHA9, MTSS1, FARP2, NUAK1, DGCR2, TROAP, PTPRU, PLXNC1, CHST4, SORBS3, CD96, MSLN, MAEA, LAMC3, SPON1, CFDP1, GPNMB, SEMA4D, CIB1, PDPN, POSTN, CD226, CGREF1, CLDN16, CHL1, FERMT2, NID2, ITGA11, CLSTN1, PDZD2, ITGB3BP, CLDN15, PRKD2, CNTNAP2, AATF, SIGLEC9, CNTN6, BMP10, ADGRE2, CDON, TNFRSF12A, ADAM22, CDHR5, SIRPG, ERBIN, AJAP1, PCDHGB3, PCDHGB2, PCDHGA4, PCDHGA3, PCDHGA2, PCDHA12, PCDHA11, PCDHA10, PCDHA6, PCDHA3, PARD3, ACKR3, CD177, SLURP1, PCDH19, PCDH10, BCAN, PCDH15, MMRN2, COL18A1, PCDH11Y, TLN2, KIRREL2, CNTNAP4, SIGLEC10, CDHR1, MUC16, SSX2IP, PARD3B, COL6A6, CLDN23, SIRPA, CLDN19, LAMA1, IZUMO1, RGMB, FREM2, HES5, FLG2, IZUMO1R, AMTN, HAPLN4, SIGLEC14"
80,GO:0007156,5,167,85,"CEACAM1, CDH1, CDH2, CDH3, CDH4, CDH5, CDH8, CDH11, CDH13, CDH15, CDH17, CEACAM5, DSC1, DSC2, DSC3, DSCAM, DSG1, DSG2, DSG3, CELSR3, CELSR2, FAT1, ITGB1, L1CAM, CEACAM6, PECAM1, PIK3CB, PKD1, PLXNB3, PTK7, PTPRM, PVR, NECTIN1, NECTIN2, RET, ROBO1, ROBO2, CNTN2, TRO, DCHS1, CD84, MYOT, CELSR1, PCDHA9, CLSTN1, PALLD, PLXNB2, CADM1, NECTIN3, NPTN, CNTN6, CDHR5, ROBO4, DCHS2, CDHR2, TENM3, PCDHGB3, PCDHGB2, PCDHGA4, PCDHGA3, PCDHGA2, PCDHA12, PCDHA11, PCDHA10, PCDHA6, PCDHA3, PCDH19, PCDH10, CADM3, CDH23, CLSTN2, ROBO3, PCDH15, FAT4, NECTIN4, PCDH11Y, KIRREL3, MYPN, ESAM, NEXN, CDHR1, EMB, DSG4, CNTN4, IGSF11"
81,GO:0007159,4,31,29,"APOA4, CD40LG, ICAM1, ITGA4, ITGA5, ITGAL, ITGB1, ITGB2, MSN, NT5E, OLR1, PECAM1, PTPRC, ROCK1, SELE, SELL, SELP, SYK, GFUS, UMOD, VCAM1, EZR, TNIP1, CLEC4M, CD209, F11R, CD177, JAM2, FERMT3"
